2.263474025974025778e+02,4.043100649350645881e+01
2.462540584415584419e+02,4.485470779220776194e+01
2.679301948051947875e+02,5.458685064935062314e+01
2.829707792207792068e+02,6.741558441558439085e+01
2.993384740259740511e+02,8.422564935064932001e+01
3.086282467532467422e+02,9.970860389610390939e+01
3.143790584415584135e+02,1.200576298701298583e+02
3.090706168831168839e+02,1.399642857142857224e+02
2.966842532467532578e+02,1.572167207792207932e+02
2.825284090909091219e+02,1.704878246753247026e+02
2.683725649350649292e+02,1.824318181818181870e+02
2.506777597402597166e+02,1.926063311688311614e+02
2.281168831168831161e+02,1.974724025974026063e+02
1.816680194805194617e+02,1.824318181818181870e+02
1.737053571428571388e+02,1.713725649350649292e+02
1.719358766233766005e+02,1.607556818181818130e+02
1.768019480519480453e+02,1.488116883116883287e+02
1.852069805194805099e+02,1.421761363636363740e+02
1.869764610389610198e+02,1.510235389610389802e+02
1.887459415584415581e+02,1.603133116883116713e+02
1.860917207792207648e+02,1.713725649350649292e+02
1.807832792207792068e+02,5.812581168831167133e+01
1.737053571428571388e+02,6.918506493506490074e+01
1.728206168831168839e+02,8.024431818181815856e+01
1.776866883116883002e+02,8.953409090909087809e+01
1.834375000000000000e+02,9.351542207792203953e+01
1.883035714285714164e+02,8.289853896103895181e+01
1.865340909090909065e+02,6.918506493506490074e+01
1.843222402597402549e+02,6.387662337662334266e+01
1.622037337662337677e+02,1.404066558441558641e+02
1.555681818181818130e+02,1.514659090909090651e+02
1.507021103896103682e+02,1.651793831168831161e+02
1.520292207792207648e+02,1.753538961038960906e+02
1.586647727272727195e+02,1.881826298701298583e+02
1.622037337662337677e+02,9.705438311688311614e+01
1.564529220779220680e+02,8.422564935064932001e+01
1.533563311688311614e+02,7.183928571428569398e+01
1.529139610389610198e+02,5.901055194805192627e+01
1.586647727272727195e+02,4.662418831168827182e+01
2.595251623376623229e+02,8.909172077922073640e+01
2.555438311688311614e+02,1.143068181818181870e+02
2.581980519480519547e+02,1.213847402597402265e+02
2.542167207792207932e+02,1.306745129870129745e+02
2.590827922077921812e+02,1.474845779220779036e+02
2.719115259740259489e+02,1.381948051948052125e+02
2.785470779220779036e+02,1.196152597402597166e+02
2.750081168831168839e+02,1.019204545454545041e+02
1.737053571428571388e+02,1.094407467532467422e+02
2.126339285714285552e+02,1.059017857142857224e+02
2.236931818181818130e+02,9.705438311688311614e+01
2.369642857142857224e+02,9.838149350649348435e+01
2.369642857142857224e+02,1.089983766233766005e+02
2.405032467532467422e+02,1.200576298701298583e+02
2.378490259740259773e+02,1.297897727272727479e+02
2.378490259740259773e+02,1.386371753246752974e+02
2.214813311688311614e+02,1.408490259740259489e+02
2.121915584415584419e+02,1.320016233766233427e+02
1.723782467532467422e+02,1.284626623376623229e+02
1.666274350649350424e+02,1.654301948051946169e+01
8.523133116883116145e+01,1.610064935064932001e+01
8.567370129870130313e+01,2.209180194805194901e+02
1.670698051948051841e+02,2.178214285714285552e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.420000000000000000e+02
3.270000000000000000e+02,0.000000000000000000e+00
3.270000000000000000e+02,2.420000000000000000e+02
