2.974220779220778468e+02,2.311883116883116998e+02
3.207987012987012463e+02,2.370324675324675070e+02
3.428766233766233427e+02,2.441753246753246742e+02
3.584610389610389234e+02,2.597597402597402834e+02
3.733961038961038525e+02,2.766428571428571104e+02
3.857337662337662323e+02,2.941753246753246458e+02
3.935259740259739942e+02,3.169025974025973937e+02
3.922272727272726911e+02,3.370324675324675354e+02
3.824870129870129176e+02,3.539155844155844761e+02
3.669025974025973937e+02,3.688506493506494053e+02
3.487207792207791499e+02,3.831363636363636260e+02
3.272922077922077051e+02,3.948246753246753542e+02
2.987207792207791499e+02,4.032662337662337677e+02
2.448246753246752405e+02,3.850844155844156376e+02
2.396298701298700848e+02,3.759935064935065157e+02
2.350844155844155239e+02,3.623571428571428896e+02
2.383311688311687817e+02,3.532662337662337677e+02
2.480714285714284983e+02,3.428766233766233427e+02
2.519675324675324077e+02,3.526168831168831730e+02
2.552142857142856656e+02,3.636558441558441928e+02
2.526168831168830593e+02,3.753441558441558072e+02
2.461233766233765436e+02,2.500194805194805383e+02
2.396298701298700848e+02,2.630064935064934843e+02
2.396298701298700848e+02,2.746948051948052125e+02
2.441753246753245890e+02,2.824870129870130313e+02
2.545649350649350140e+02,2.909285714285714448e+02
2.545649350649350140e+02,2.785909090909091219e+02
2.545649350649350140e+02,2.669025974025973937e+02
2.506688311688311046e+02,2.584610389610389802e+02
2.220974025974025494e+02,3.454740259740259489e+02
2.182012987012986400e+02,3.571623376623376771e+02
2.136558441558440791e+02,3.720974025974026063e+02
2.175519480519479885e+02,3.831363636363636260e+02
2.246948051948050988e+02,3.974220779220779605e+02
2.259935064935064020e+02,2.896298701298701417e+02
2.182012987012986400e+02,2.759935064935065157e+02
2.136558441558440791e+02,2.662532467532467990e+02
2.156038961038960338e+02,2.513181818181818414e+02
2.246948051948050988e+02,2.363831168831168554e+02
3.337857142857142208e+02,2.850844155844156376e+02
3.305389610389610198e+02,3.078116883116882718e+02
3.324870129870129176e+02,3.175519480519481021e+02
3.292402597402597166e+02,3.279415584415584135e+02
3.324870129870129176e+02,3.513181818181818699e+02
3.461233766233765436e+02,3.409285714285714448e+02
3.539155844155843624e+02,3.214480519480520115e+02
3.500194805194804530e+02,2.993701298701298583e+02
2.402792207792207364e+02,3.078116883116882718e+02
2.837857142857142208e+02,3.039155844155844761e+02
2.928766233766233427e+02,2.928766233766233427e+02
3.123571428571427759e+02,2.948246753246753542e+02
3.078116883116882718e+02,3.058636363636363740e+02
3.143051948051947875e+02,3.175519480519481021e+02
3.084610389610388665e+02,3.298896103896104250e+02
3.104090909090908781e+02,3.422272727272727479e+02
2.915779220779220395e+02,3.422272727272727479e+02
2.837857142857142208e+02,3.324870129870130313e+02
2.396298701298700848e+02,3.292402597402597166e+02
