2.391761363636363455e+02,3.158360389610385255e+01
2.586404220779220395e+02,3.644967532467529736e+01
2.789894480519480453e+02,4.485470779220776194e+01
2.940300324675324646e+02,5.679870129870127471e+01
3.064163961038960906e+02,7.183928571428569398e+01
3.143790584415584135e+02,8.953409090909087809e+01
3.192451298701298583e+02,1.107678571428571104e+02
3.196875000000000000e+02,1.315592532467532578e+02
3.148214285714285552e+02,1.510235389610389802e+02
3.077435064935065157e+02,1.656217532467532578e+02
2.949147727272727479e+02,1.806623376623376771e+02
2.732386363636363740e+02,1.974724025974026063e+02
2.431574675324675354e+02,2.049926948051947875e+02
1.670698051948051841e+02,1.837589285714285552e+02
1.599918831168831161e+02,1.726996753246753542e+02
1.555681818181818130e+02,1.629675324675324646e+02
1.582224025974025778e+02,1.505811688311688386e+02
1.670698051948051841e+02,1.395219155844155807e+02
1.692816558441558357e+02,1.505811688311688386e+02
1.723782467532467422e+02,1.616404220779220964e+02
1.723782467532467422e+02,1.726996753246753542e+02
1.675121753246753258e+02,5.724107142857141639e+01
1.617613636363636260e+02,6.387662337662334266e+01
1.555681818181818130e+02,7.449350649350648723e+01
1.591071428571428328e+02,8.599512987012985832e+01
1.653003246753246742e+02,9.749675324675325783e+01
1.697240259740259489e+02,8.555275974025971664e+01
1.728206168831168839e+02,7.316639610389609061e+01
1.710511363636363455e+02,6.343425324675322940e+01
1.396428571428571388e+02,1.404066558441558641e+02
1.387581168831168554e+02,1.572167207792207932e+02
1.383157467532467422e+02,1.713725649350649292e+02
1.422970779220779036e+02,1.828741883116883287e+02
1.551258116883116713e+02,1.961452922077922381e+02
1.396428571428571388e+02,9.793912337662334266e+01
1.369886363636363455e+02,8.201379870129869687e+01
1.369886363636363455e+02,6.697321428571427759e+01
1.422970779220779036e+02,5.281737012987011326e+01
1.529139610389610198e+02,4.264285714285711038e+01
2.546590909090909065e+02,8.953409090909087809e+01
2.418303571428571388e+02,1.112102272727272521e+02
2.444845779220779036e+02,1.205000000000000000e+02
2.409456168831168839e+02,1.284626623376623229e+02
2.515625000000000000e+02,1.523506493506493484e+02
2.608522727272727479e+02,1.342134740259739942e+02
2.648336038961039094e+02,1.209423701298701417e+02
2.608522727272727479e+02,1.041323051948051557e+02
1.507021103896103682e+02,1.103254870129870255e+02
1.953814935064934843e+02,1.041323051948051557e+02
2.055560064935064872e+02,9.616964285714283278e+01
2.183847402597402549e+02,9.793912337662334266e+01
2.183847402597402549e+02,1.081136363636363740e+02
2.223660714285714164e+02,1.187305194805194901e+02
2.179423701298701133e+02,1.302321428571428328e+02
2.197118506493506516e+02,1.395219155844155807e+02
2.073254870129869971e+02,1.426185064935065157e+02
1.944967532467532294e+02,1.320016233766233427e+02
1.529139610389610198e+02,1.302321428571428328e+02
1.653003246753246742e+02,6.368506493506458810e+00
8.301948051948050988e+01,1.831249999999997158e+01
8.523133116883116145e+01,2.235722402597402834e+02
1.670698051948051841e+02,2.284383116883117282e+02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.420000000000000000e+02
3.270000000000000000e+02,0.000000000000000000e+00
3.270000000000000000e+02,2.420000000000000000e+02
